지점,지점명,일시,10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%)
129,서산,2021-12-23 06:00,10.7,26.9,28.2,12.6
129,서산,2021-12-23 07:00,10.3,26.9,28.2,12.6
129,서산,2021-12-23 08:00,10.0,26.8,28.2,12.7
129,서산,2021-12-23 09:00,10.2,26.8,28.2,12.7
129,서산,2021-12-23 10:00,12.2,26.8,28.2,12.7
129,서산,2021-12-23 11:00,15.2,26.7,28.2,12.7
129,서산,2021-12-23 12:00,16.9,26.7,28.2,12.6
129,서산,2021-12-23 13:00,16.8,26.7,28.2,12.6
129,서산,2021-12-23 14:00,16.5,26.8,28.2,12.6
129,서산,2021-12-23 15:00,16.1,26.8,28.2,12.6
129,서산,2021-12-23 16:00,15.7,26.8,28.2,12.6
129,서산,2021-12-23 17:00,15.5,26.8,28.2,12.6
129,서산,2021-12-23 18:00,15.4,26.8,28.2,12.6
129,서산,2021-12-23 19:00,15.4,26.9,28.2,12.6
129,서산,2021-12-23 20:00,15.3,26.9,28.2,12.7
129,서산,2021-12-23 21:00,15.3,26.9,28.2,12.6
129,서산,2021-12-23 22:00,15.3,26.9,28.2,12.6
129,서산,2021-12-23 23:00,15.3,26.9,28.2,12.6
129,서산,2021-12-24 00:00,15.0,26.9,28.2,12.6
129,서산,2021-12-24 01:00,14.7,26.9,28.2,12.6
129,서산,2021-12-24 02:00,14.6,26.9,28.2,12.6
129,서산,2021-12-24 03:00,14.4,26.9,28.2,12.6
129,서산,2021-12-24 04:00,14.2,26.9,28.2,12.6
129,서산,2021-12-24 05:00,14.1,26.9,28.2,12.6
129,서산,2021-12-24 06:00,14.0,26.9,28.1,12.6
129,서산,2021-12-24 07:00,14.1,26.8,28.1,12.6
129,서산,2021-12-24 08:00,14.1,26.8,28.1,12.6
129,서산,2021-12-24 09:00,14.7,26.8,28.1,12.6
129,서산,2021-12-24 10:00,15.3,26.8,28.1,12.6
129,서산,2021-12-24 11:00,15.2,26.8,28.1,12.6
129,서산,2021-12-24 12:00,15.3,26.8,28.1,12.6
129,서산,2021-12-24 13:00,15.2,26.9,28.1,12.6
129,서산,2021-12-24 14:00,15.2,26.9,28.1,12.6
129,서산,2021-12-24 15:00,15.1,26.9,28.1,12.6
129,서산,2021-12-24 16:00,15.0,26.9,28.1,12.6
129,서산,2021-12-24 17:00,14.9,26.9,28.1,12.6
129,서산,2021-12-24 18:00,14.6,26.9,28.1,12.6
129,서산,2021-12-24 19:00,13.5,26.9,28.1,12.6
129,서산,2021-12-24 20:00,12.8,26.9,28.1,12.6
129,서산,2021-12-24 21:00,12.0,26.9,28.1,12.6
129,서산,2021-12-24 22:00,11.5,26.8,28.1,12.6
129,서산,2021-12-24 23:00,10.8,26.8,28.1,12.6
129,서산,2021-12-25 00:00,10.1,26.8,28.1,12.6
129,서산,2021-12-25 01:00,9.6,26.8,28.1,12.6
129,서산,2021-12-25 02:00,9.3,26.7,28.1,12.6
129,서산,2021-12-25 03:00,9.0,26.7,28.1,12.6
129,서산,2021-12-25 04:00,8.7,26.6,28.1,12.6
129,서산,2021-12-25 05:00,8.5,26.6,28.1,12.6
129,서산,2021-12-25 06:00,8.2,26.5,28.1,12.6
129,서산,2021-12-25 07:00,7.9,26.4,28.1,12.6
129,서산,2021-12-25 08:00,7.7,26.3,28.1,12.6
129,서산,2021-12-25 09:00,7.7,26.2,28.1,12.6
129,서산,2021-12-25 10:00,7.8,26.2,28.1,12.6
129,서산,2021-12-25 11:00,7.9,26.1,28.1,12.6
129,서산,2021-12-25 12:00,8.5,26.1,28.1,12.6
129,서산,2021-12-25 13:00,9.1,26.1,28.1,12.6
129,서산,2021-12-25 14:00,9.3,26.1,28.1,12.6
129,서산,2021-12-25 15:00,9.0,26.1,28.1,12.6
129,서산,2021-12-25 16:00,8.6,26.1,28.1,12.6
129,서산,2021-12-25 17:00,8.3,26.1,28.0,12.6
129,서산,2021-12-25 18:00,8.1,26.1,28.0,12.6
129,서산,2021-12-25 19:00,7.9,26.0,28.0,12.6
129,서산,2021-12-25 20:00,7.7,25.9,28.0,12.6
129,서산,2021-12-25 21:00,7.6,25.9,28.0,12.6
129,서산,2021-12-25 22:00,7.6,25.8,28.0,12.6
129,서산,2021-12-25 23:00,7.6,25.7,28.0,12.5
129,서산,2021-12-26 00:00,7.7,25.7,28.0,12.5
129,서산,2021-12-26 01:00,7.8,25.6,28.1,12.5
129,서산,2021-12-26 02:00,7.9,25.6,28.1,12.5
129,서산,2021-12-26 03:00,7.9,25.6,28.1,12.5
129,서산,2021-12-26 04:00,8.0,25.6,28.0,12.6
129,서산,2021-12-26 05:00,8.0,25.5,28.0,12.6
129,서산,2021-12-26 06:00,8.1,25.5,28.0,12.5
129,서산,2021-12-26 07:00,8.1,25.5,28.0,12.6
129,서산,2021-12-26 08:00,8.1,25.4,28.0,12.6
129,서산,2021-12-26 09:00,8.2,25.4,28.0,12.6
129,서산,2021-12-26 10:00,8.4,25.4,27.9,12.6
129,서산,2021-12-26 11:00,8.8,25.4,27.9,12.5
129,서산,2021-12-26 12:00,9.7,25.4,27.9,12.5
129,서산,2021-12-26 13:00,11.3,25.5,27.9,12.5
129,서산,2021-12-26 14:00,12.9,25.6,27.9,12.5
129,서산,2021-12-26 15:00,13.3,25.6,27.8,12.5
129,서산,2021-12-26 16:00,11.9,25.7,27.8,12.5
129,서산,2021-12-26 17:00,10.5,25.7,27.8,12.5
129,서산,2021-12-26 18:00,9.4,25.7,27.8,12.5
129,서산,2021-12-26 19:00,8.6,25.7,27.8,12.5
129,서산,2021-12-26 20:00,8.1,25.7,27.8,12.5
129,서산,2021-12-26 21:00,7.9,25.7,27.9,12.5
129,서산,2021-12-26 22:00,7.8,25.6,27.9,12.5
129,서산,2021-12-26 23:00,7.7,25.5,27.9,12.5
129,서산,2021-12-27 00:00,7.5,25.3,27.8,12.5
129,서산,2021-12-27 01:00,7.2,25.2,27.9,12.4
129,서산,2021-12-27 02:00,7.1,24.8,27.8,12.4
129,서산,2021-12-27 03:00,7.0,24.4,27.8,12.4
129,서산,2021-12-27 04:00,7.0,23.9,27.8,12.4
129,서산,2021-12-27 05:00,7.0,23.5,27.8,12.4
129,서산,2021-12-27 06:00,6.9,23.0,27.7,12.3
129,서산,2021-12-27 07:00,6.9,22.5,27.7,12.3
129,서산,2021-12-27 08:00,6.8,22.0,27.7,12.3
129,서산,2021-12-27 09:00,6.9,21.4,27.7,12.3
129,서산,2021-12-27 10:00,7.5,20.9,27.6,12.3
129,서산,2021-12-27 11:00,8.9,20.8,27.5,12.3
129,서산,2021-12-27 12:00,10.1,20.9,27.3,12.3
129,서산,2021-12-27 13:00,11.5,21.1,27.3,12.3
129,서산,2021-12-27 14:00,11.8,21.2,27.2,12.3
129,서산,2021-12-27 15:00,11.4,21.4,27.2,12.3
129,서산,2021-12-27 16:00,11.2,21.6,27.1,12.3
129,서산,2021-12-27 17:00,11.1,21.8,27.2,12.3
129,서산,2021-12-27 18:00,11.1,22.0,27.1,12.3
129,서산,2021-12-27 19:00,11.1,22.2,27.1,12.3
129,서산,2021-12-27 20:00,11.0,22.4,27.0,12.3
129,서산,2021-12-27 21:00,10.8,22.6,27.0,12.3
129,서산,2021-12-27 22:00,10.4,22.7,27.0,12.3
129,서산,2021-12-27 23:00,10.1,22.9,27.0,12.3
129,서산,2021-12-28 00:00,9.7,23.1,27.0,12.3
129,서산,2021-12-28 01:00,9.4,23.2,26.9,12.3
129,서산,2021-12-28 02:00,9.1,23.3,26.9,12.3
129,서산,2021-12-28 03:00,8.8,23.4,26.9,12.3
129,서산,2021-12-28 04:00,8.6,23.6,26.9,12.3
129,서산,2021-12-28 05:00,8.4,23.6,26.9,12.3
129,서산,2021-12-28 06:00,8.2,23.6,26.9,12.3
129,서산,2021-12-28 07:00,8.0,23.6,26.9,12.3
129,서산,2021-12-28 08:00,8.0,23.6,26.9,12.3
129,서산,2021-12-28 09:00,8.1,23.6,26.9,12.3
129,서산,2021-12-28 10:00,8.4,23.5,26.9,12.3
129,서산,2021-12-28 11:00,9.0,23.5,26.9,12.3
129,서산,2021-12-28 12:00,9.9,23.5,26.8,12.3
129,서산,2021-12-28 13:00,11.4,23.6,26.8,12.3
129,서산,2021-12-28 14:00,13.3,23.6,26.8,12.3
129,서산,2021-12-28 15:00,14.4,23.7,26.8,12.3
129,서산,2021-12-28 16:00,15.5,23.7,26.8,12.3
129,서산,2021-12-28 17:00,15.8,23.8,26.8,12.3
129,서산,2021-12-28 18:00,14.6,23.9,26.9,12.3
129,서산,2021-12-28 19:00,13.1,23.9,26.9,12.3
129,서산,2021-12-28 20:00,12.0,24.1,26.8,12.3
129,서산,2021-12-28 21:00,11.0,24.1,26.8,12.3
129,서산,2021-12-28 22:00,10.1,24.2,26.8,12.3
129,서산,2021-12-28 23:00,9.5,24.2,26.9,12.3
129,서산,2021-12-29 00:00,9.1,24.2,26.8,12.3
129,서산,2021-12-29 01:00,9.1,24.3,26.8,12.3
129,서산,2021-12-29 02:00,9.1,24.2,26.8,12.3
129,서산,2021-12-29 03:00,9.1,24.2,26.8,12.3
129,서산,2021-12-29 04:00,9.0,24.2,26.9,12.3
129,서산,2021-12-29 05:00,9.0,24.3,26.9,12.2
129,서산,2021-12-29 06:00,9.0,24.2,26.9,12.2
129,서산,2021-12-29 07:00,9.0,24.1,26.9,12.2
129,서산,2021-12-29 08:00,8.9,24.1,26.9,12.2
129,서산,2021-12-29 09:00,8.9,24.1,26.9,12.2
129,서산,2021-12-29 10:00,9.7,24.1,26.9,12.2
129,서산,2021-12-29 11:00,11.4,24.1,26.8,12.2
129,서산,2021-12-29 12:00,12.4,24.1,26.8,12.3
129,서산,2021-12-29 13:00,14.6,24.1,26.8,12.2
129,서산,2021-12-29 14:00,17.2,24.1,26.8,12.3
129,서산,2021-12-29 15:00,17.9,24.2,26.8,12.2
129,서산,2021-12-29 16:00,17.7,24.4,26.8,12.3
129,서산,2021-12-29 17:00,17.5,24.6,26.9,12.2
129,서산,2021-12-29 18:00,17.3,24.9,26.9,12.2
129,서산,2021-12-29 19:00,17.0,25.1,26.9,12.3
129,서산,2021-12-29 20:00,16.3,25.1,26.9,12.3
129,서산,2021-12-29 21:00,15.8,25.1,26.9,12.3
129,서산,2021-12-29 22:00,15.6,25.1,26.9,12.3
129,서산,2021-12-29 23:00,15.5,25.1,26.9,12.2
129,서산,2021-12-30 00:00,15.4,25.1,26.9,12.3
129,서산,2021-12-30 01:00,15.2,25.1,26.9,12.2
129,서산,2021-12-30 02:00,14.9,25.1,26.9,12.2
129,서산,2021-12-30 03:00,14.5,25.1,26.9,12.2
129,서산,2021-12-30 04:00,13.1,25.1,26.9,12.2
129,서산,2021-12-30 05:00,11.8,25.0,26.9,12.2
129,서산,2021-12-30 06:00,10.7,24.9,26.9,12.2
129,서산,2021-12-30 07:00,10.0,24.9,26.9,12.3
129,서산,2021-12-30 08:00,9.5,24.8,26.9,12.2
129,서산,2021-12-30 09:00,9.3,24.8,26.9,12.2
129,서산,2021-12-30 10:00,10.6,24.8,26.9,12.2
129,서산,2021-12-30 11:00,12.8,24.7,26.9,12.2
129,서산,2021-12-30 12:00,14.9,24.6,26.9,12.2
129,서산,2021-12-30 13:00,15.5,24.6,26.9,12.2
129,서산,2021-12-30 14:00,16.3,24.7,26.9,12.2
129,서산,2021-12-30 15:00,16.9,24.7,26.9,12.2
129,서산,2021-12-30 16:00,17.2,24.8,26.9,12.2
129,서산,2021-12-30 17:00,17.2,24.9,26.9,12.2
129,서산,2021-12-30 18:00,17.1,24.9,26.9,12.2
129,서산,2021-12-30 19:00,16.8,25.0,26.9,12.2
129,서산,2021-12-30 20:00,16.4,25.1,26.9,12.2
129,서산,2021-12-30 21:00,16.2,25.2,26.9,12.2
129,서산,2021-12-30 22:00,16.2,25.2,26.9,12.2
129,서산,2021-12-30 23:00,16.1,25.2,26.9,12.2
129,서산,2021-12-31 00:00,15.9,25.3,26.9,12.2
129,서산,2021-12-31 01:00,15.7,25.3,26.9,12.2
129,서산,2021-12-31 02:00,15.4,25.3,26.9,12.2
129,서산,2021-12-31 03:00,15.2,25.4,26.9,12.2
129,서산,2021-12-31 04:00,14.9,25.4,26.9,12.2
129,서산,2021-12-31 05:00,14.6,25.4,26.9,12.2
129,서산,2021-12-31 06:00,14.4,25.4,26.9,12.2
129,서산,2021-12-31 07:00,14.3,25.4,26.9,12.2
129,서산,2021-12-31 08:00,13.8,25.4,26.9,12.2
129,서산,2021-12-31 09:00,13.6,25.4,26.9,12.2
129,서산,2021-12-31 10:00,13.8,25.4,27.0,12.2
129,서산,2021-12-31 11:00,14.1,25.4,26.9,12.2
129,서산,2021-12-31 12:00,14.6,25.5,26.9,12.2
129,서산,2021-12-31 13:00,15.2,25.6,27.0,12.2
129,서산,2021-12-31 14:00,15.3,25.7,27.0,12.2
129,서산,2021-12-31 15:00,15.1,26.0,26.9,12.2
129,서산,2021-12-31 16:00,14.8,26.2,26.9,12.2
129,서산,2021-12-31 17:00,14.3,26.2,26.9,12.2
129,서산,2021-12-31 18:00,13.0,26.1,26.9,12.2
129,서산,2021-12-31 19:00,12.0,26.1,26.9,12.2
129,서산,2021-12-31 20:00,11.0,26.0,26.9,12.2
129,서산,2021-12-31 21:00,10.0,25.9,27.0,12.2
129,서산,2021-12-31 22:00,9.2,25.8,27.0,12.2
129,서산,2021-12-31 23:00,8.6,25.7,27.0,12.2
129,서산,2022-01-01 01:00,7.6,25.5,27.1,12.2
129,서산,2022-01-01 02:00,7.2,25.3,27.1,12.2
129,서산,2022-01-01 03:00,6.9,25.2,27.1,12.2
129,서산,2022-01-01 04:00,6.6,25.0,27.1,12.2
129,서산,2022-01-01 05:00,6.5,24.7,27.1,12.2
129,서산,2022-01-01 06:00,6.3,24.4,27.1,12.2
129,서산,2022-01-01 07:00,6.3,24.1,27.0,12.2
129,서산,2022-01-01 08:00,6.2,23.6,27.0,12.2
129,서산,2022-01-01 09:00,6.3,23.1,26.9,12.2
129,서산,2022-01-01 10:00,7.1,22.7,26.9,12.2
129,서산,2022-01-01 11:00,9.2,22.5,26.8,12.2
129,서산,2022-01-01 12:00,10.3,22.5,26.7,12.1
129,서산,2022-01-01 13:00,12.1,22.5,26.8,12.1
129,서산,2022-01-01 14:00,14.3,22.6,26.7,12.2
129,서산,2022-01-01 15:00,14.9,22.9,26.6,12.1
129,서산,2022-01-01 16:00,14.6,23.1,26.7,12.1
129,서산,2022-01-01 17:00,14.3,23.4,26.6,12.1
129,서산,2022-01-01 18:00,13.3,23.7,26.6,12.1
129,서산,2022-01-01 19:00,12.5,23.9,26.6,12.1
129,서산,2022-01-01 20:00,11.5,24.1,26.6,12.1
129,서산,2022-01-01 21:00,10.6,24.2,26.6,12.1
129,서산,2022-01-01 22:00,9.8,24.2,26.6,12.1
129,서산,2022-01-01 23:00,9.1,24.2,26.6,12.1
129,서산,2022-01-02 01:00,8.2,24.2,26.6,12.1
129,서산,2022-01-02 02:00,7.8,24.2,26.7,12.1
129,서산,2022-01-02 03:00,7.4,24.1,26.7,12.1
129,서산,2022-01-02 04:00,7.2,24.1,26.7,12.1
129,서산,2022-01-02 05:00,7.3,24.0,26.7,12.1
129,서산,2022-01-02 06:00,7.4,23.9,26.7,12.1
129,서산,2022-01-02 07:00,7.4,23.8,26.7,12.1
129,서산,2022-01-02 08:00,7.7,23.8,26.6,12.1
129,서산,2022-01-02 09:00,7.8,23.8,26.6,12.1
129,서산,2022-01-02 10:00,8.6,23.7,26.6,12.1
129,서산,2022-01-02 11:00,11.1,23.7,26.6,12.1
129,서산,2022-01-02 12:00,11.9,23.8,26.6,12.1
129,서산,2022-01-02 13:00,13.2,23.7,26.6,12.1
129,서산,2022-01-02 14:00,14.5,23.8,26.6,12.1
129,서산,2022-01-02 15:00,14.6,23.9,26.6,12.1
129,서산,2022-01-02 16:00,14.1,24.1,26.6,12.1
129,서산,2022-01-02 17:00,13.8,24.2,26.7,12.1
129,서산,2022-01-02 18:00,13.1,24.4,26.6,12.1
129,서산,2022-01-02 19:00,12.1,24.4,26.6,12.1
129,서산,2022-01-02 20:00,11.2,24.4,26.6,12.1
129,서산,2022-01-02 21:00,10.3,24.4,26.6,12.1
129,서산,2022-01-02 22:00,9.5,24.4,26.6,12.1
129,서산,2022-01-02 23:00,8.7,24.4,26.6,12.1
129,서산,2022-01-03 01:00,7.4,24.3,26.7,12.1
129,서산,2022-01-03 02:00,6.9,24.2,26.7,12.1
129,서산,2022-01-03 03:00,6.5,24.2,26.7,12.1
129,서산,2022-01-03 04:00,6.1,24.1,26.7,12.1
129,서산,2022-01-03 05:00,5.9,23.9,26.7,12.1
129,서산,2022-01-03 06:00,5.8,23.7,26.7,12.1
129,서산,2022-01-03 07:00,5.7,23.4,26.7,12.1
129,서산,2022-01-03 08:00,5.6,23.1,26.7,12.1
129,서산,2022-01-03 09:00,5.7,22.7,26.7,12.1
129,서산,2022-01-03 10:00,6.4,22.3,26.6,12.1
129,서산,2022-01-03 11:00,8.4,22.2,26.6,12.1
129,서산,2022-01-03 12:00,9.4,22.1,26.6,12.1
129,서산,2022-01-03 13:00,11.0,22.2,26.6,12.1
129,서산,2022-01-03 14:00,13.1,22.3,26.4,12.1
129,서산,2022-01-03 15:00,13.2,22.6,26.4,12.1
129,서산,2022-01-03 16:00,12.9,22.9,26.4,12.0
129,서산,2022-01-03 17:00,12.6,23.3,26.4,12.0
129,서산,2022-01-03 18:00,12.3,23.7,26.4,12.0
129,서산,2022-01-03 19:00,11.8,23.8,26.3,12.0
129,서산,2022-01-03 20:00,11.0,23.9,26.3,12.0
129,서산,2022-01-03 21:00,10.5,23.9,26.3,12.0
129,서산,2022-01-03 22:00,10.5,24.0,26.4,12.0
129,서산,2022-01-03 23:00,10.3,24.0,26.3,12.0
129,서산,2022-01-04 00:00,9.7,24.0,26.3,12.0
129,서산,2022-01-04 01:00,9.4,24.1,26.3,12.0
129,서산,2022-01-04 02:00,9.5,23.9,26.3,12.0
129,서산,2022-01-04 03:00,9.6,23.9,26.3,12.0
129,서산,2022-01-04 04:00,9.0,23.9,26.4,12.0
129,서산,2022-01-04 05:00,8.5,23.9,26.3,12.0
129,서산,2022-01-04 06:00,8.1,23.9,26.4,12.0
129,서산,2022-01-04 07:00,7.6,23.9,26.4,12.0
129,서산,2022-01-04 08:00,7.1,23.8,26.4,12.0
129,서산,2022-01-04 09:00,7.0,23.7,26.4,12.0
129,서산,2022-01-04 10:00,7.9,23.7,26.4,12.0
129,서산,2022-01-04 11:00,9.3,23.6,26.3,12.0
129,서산,2022-01-04 12:00,10.3,23.6,26.3,12.0
129,서산,2022-01-04 13:00,11.6,23.6,26.4,12.0
129,서산,2022-01-04 14:00,12.1,23.7,26.3,12.0
129,서산,2022-01-04 15:00,11.8,23.8,26.4,12.0
129,서산,2022-01-04 16:00,11.4,23.8,26.3,12.0
129,서산,2022-01-04 17:00,11.2,23.9,26.3,12.0
129,서산,2022-01-04 18:00,10.5,23.9,26.4,12.0
129,서산,2022-01-04 19:00,9.8,23.9,26.4,12.0
129,서산,2022-01-04 20:00,9.0,23.9,26.4,12.0
129,서산,2022-01-04 21:00,8.3,23.9,26.4,12.0
129,서산,2022-01-04 22:00,7.5,23.9,26.4,12.0
129,서산,2022-01-04 23:00,6.9,23.9,26.4,12.0
129,서산,2022-01-05 00:00,6.5,23.9,26.4,12.0
129,서산,2022-01-05 01:00,6.1,23.8,26.4,12.0
129,서산,2022-01-05 02:00,5.8,23.8,26.4,12.0
129,서산,2022-01-05 03:00,5.5,23.7,26.4,12.0
129,서산,2022-01-05 04:00,5.4,23.6,26.4,12.0
129,서산,2022-01-05 05:00,5.3,23.4,26.4,12.0
129,서산,2022-01-05 06:00,5.3,23.2,26.4,12.0
129,서산,2022-01-05 07:00,5.3,23.0,26.4,12.0
129,서산,2022-01-05 08:00,5.3,22.7,26.4,12.0
129,서산,2022-01-05 09:00,5.3,22.5,26.4,12.0
129,서산,2022-01-05 10:00,5.5,22.2,26.4,12.0
129,서산,2022-01-05 11:00,5.8,22.1,26.3,12.0
129,서산,2022-01-05 12:00,6.7,22.1,26.3,12.0
129,서산,2022-01-05 13:00,7.7,22.1,26.3,12.0
129,서산,2022-01-05 14:00,8.2,22.1,26.3,12.0
129,서산,2022-01-05 15:00,8.4,22.2,26.2,12.0
129,서산,2022-01-05 16:00,8.5,22.2,26.2,12.0
129,서산,2022-01-05 17:00,8.4,22.4,26.2,12.0
129,서산,2022-01-05 18:00,8.1,22.4,26.2,12.0
129,서산,2022-01-05 19:00,7.7,22.6,26.2,12.0
129,서산,2022-01-05 20:00,7.2,22.7,26.1,12.0
129,서산,2022-01-05 21:00,6.9,22.7,26.1,12.0
129,서산,2022-01-05 22:00,6.5,22.7,26.1,12.0
129,서산,2022-01-05 23:00,6.2,22.8,26.1,12.0
129,서산,2022-01-06 00:00,5.9,22.8,26.1,12.0
129,서산,2022-01-06 01:00,5.6,22.9,26.1,12.0
129,서산,2022-01-06 02:00,5.4,22.7,26.2,12.0
129,서산,2022-01-06 03:00,5.3,22.4,26.2,12.0
129,서산,2022-01-06 04:00,5.3,22.1,26.2,12.0
129,서산,2022-01-06 05:00,5.2,21.7,26.2,11.9
129,서산,2022-01-06 06:00,5.2,21.1,26.2,11.9
129,서산,2022-01-06 07:00,5.1,20.6,26.2,11.9
129,서산,2022-01-06 08:00,5.1,19.9,26.2,11.9
129,서산,2022-01-06 09:00,5.2,19.3,26.1,11.9
129,서산,2022-01-06 10:00,6.1,19.0,26.1,11.9
129,서산,2022-01-06 11:00,7.5,19.0,26.0,11.9
129,서산,2022-01-06 12:00,8.8,19.1,26.0,11.9
129,서산,2022-01-06 13:00,10.2,19.3,25.9,11.9
129,서산,2022-01-06 14:00,10.7,19.5,25.8,11.9
129,서산,2022-01-06 15:00,10.6,19.8,25.8,11.9
129,서산,2022-01-06 16:00,10.5,20.2,25.8,11.9
129,서산,2022-01-06 17:00,10.5,20.7,25.8,11.9
129,서산,2022-01-06 18:00,9.9,20.9,25.7,11.9
129,서산,2022-01-06 19:00,9.3,21.2,25.7,11.9
129,서산,2022-01-06 20:00,8.5,21.4,25.7,11.9
129,서산,2022-01-06 21:00,7.7,21.7,25.8,11.9
129,서산,2022-01-06 22:00,7.0,21.8,25.8,11.9
129,서산,2022-01-06 23:00,6.4,22.1,25.8,11.9
129,서산,2022-01-07 01:00,5.5,22.3,25.8,11.9
129,서산,2022-01-07 02:00,5.3,22.4,25.8,11.9
129,서산,2022-01-07 03:00,5.2,22.2,25.9,11.9
129,서산,2022-01-07 04:00,5.1,21.9,25.9,11.9
129,서산,2022-01-07 05:00,5.0,21.4,25.9,11.9
129,서산,2022-01-07 06:00,4.9,20.6,25.9,11.9
129,서산,2022-01-07 07:00,4.9,19.9,25.8,11.8
129,서산,2022-01-07 08:00,4.8,19.1,25.8,11.8
129,서산,2022-01-07 09:00,4.9,18.5,25.8,11.8
129,서산,2022-01-07 10:00,5.6,18.1,25.7,11.8
129,서산,2022-01-07 11:00,7.2,18.1,25.7,11.8
129,서산,2022-01-07 12:00,8.3,18.1,25.7,11.8
129,서산,2022-01-07 13:00,9.8,18.3,25.6,11.8
129,서산,2022-01-07 14:00,10.3,18.6,25.6,11.8
129,서산,2022-01-07 15:00,10.2,18.9,25.5,11.8
129,서산,2022-01-07 16:00,10.0,19.6,25.5,11.8
129,서산,2022-01-07 17:00,10.0,20.1,25.4,11.9
129,서산,2022-01-07 18:00,9.7,20.6,25.4,11.8
129,서산,2022-01-07 19:00,9.1,20.8,25.4,11.8
129,서산,2022-01-07 20:00,8.3,21.0,25.4,11.8
129,서산,2022-01-07 21:00,7.6,21.3,25.4,11.9
129,서산,2022-01-07 22:00,6.9,21.4,25.4,11.8
129,서산,2022-01-07 23:00,6.4,21.6,25.4,11.9
129,서산,2022-01-08 01:00,5.6,21.8,25.4,11.9
129,서산,2022-01-08 02:00,5.4,21.9,25.4,11.8
129,서산,2022-01-08 03:00,5.2,21.9,25.5,11.9
129,서산,2022-01-08 04:00,5.1,21.8,25.5,11.8
129,서산,2022-01-08 05:00,5.0,21.5,25.6,11.9
129,서산,2022-01-08 06:00,4.9,21.0,25.6,11.8
129,서산,2022-01-08 07:00,4.9,20.4,25.5,11.8
129,서산,2022-01-08 08:00,4.9,19.7,25.5,11.8
129,서산,2022-01-08 09:00,5.0,19.1,25.5,11.8
129,서산,2022-01-08 10:00,5.5,18.8,25.5,11.8
129,서산,2022-01-08 11:00,7.0,18.8,25.4,11.8
129,서산,2022-01-08 12:00,7.7,18.8,25.4,11.8
129,서산,2022-01-08 13:00,8.9,18.9,25.3,11.8
129,서산,2022-01-08 14:00,10.0,19.1,25.3,11.8
129,서산,2022-01-08 15:00,10.2,19.2,25.2,11.8
129,서산,2022-01-08 16:00,10.2,19.4,25.2,11.8
129,서산,2022-01-08 17:00,10.2,19.7,25.2,11.8
129,서산,2022-01-08 18:00,10.1,19.9,25.2,11.8
129,서산,2022-01-08 19:00,10.1,20.1,25.2,11.8
129,서산,2022-01-08 20:00,10.1,20.3,25.2,11.8
129,서산,2022-01-08 21:00,10.1,20.4,25.2,11.8
129,서산,2022-01-08 22:00,9.9,20.6,25.2,11.8
129,서산,2022-01-08 23:00,9.6,20.8,25.1,11.8
129,서산,2022-01-09 00:00,9.6,21.0,25.1,11.8
129,서산,2022-01-09 01:00,9.5,21.1,25.1,11.8
129,서산,2022-01-09 02:00,9.5,21.3,25.2,11.8
129,서산,2022-01-09 03:00,9.0,21.4,25.1,11.8
129,서산,2022-01-09 04:00,8.7,21.6,25.1,11.8
129,서산,2022-01-09 05:00,8.5,21.8,25.1,11.8
129,서산,2022-01-09 06:00,8.2,21.9,25.1,11.8
129,서산,2022-01-09 07:00,7.6,22.1,25.1,11.8
129,서산,2022-01-09 08:00,7.1,22.2,25.1,11.8
129,서산,2022-01-09 09:00,6.9,22.2,25.1,11.8
129,서산,2022-01-09 10:00,7.4,22.3,25.1,11.8
129,서산,2022-01-09 11:00,8.8,22.4,25.1,11.8
129,서산,2022-01-09 12:00,9.8,22.5,25.1,11.8
129,서산,2022-01-09 13:00,9.9,22.7,25.1,11.8
129,서산,2022-01-09 14:00,9.6,23.2,25.1,11.8
129,서산,2022-01-09 15:00,9.4,23.4,25.2,11.8
129,서산,2022-01-09 16:00,9.3,23.5,25.2,11.8
129,서산,2022-01-09 17:00,9.2,23.5,25.2,11.8
129,서산,2022-01-09 18:00,9.2,23.6,25.2,11.8
129,서산,2022-01-09 19:00,8.7,23.6,25.2,11.8
129,서산,2022-01-09 20:00,8.2,23.5,25.2,11.8
129,서산,2022-01-09 21:00,7.7,23.4,25.2,11.8
129,서산,2022-01-09 22:00,7.3,23.4,25.2,11.8
129,서산,2022-01-09 23:00,6.8,23.3,25.2,11.8
129,서산,2022-01-10 00:00,6.5,23.2,25.2,11.8
129,서산,2022-01-10 01:00,6.2,23.2,25.2,11.8
129,서산,2022-01-10 02:00,5.9,23.2,25.2,11.8
129,서산,2022-01-10 03:00,5.7,23.0,25.2,11.8
129,서산,2022-01-10 04:00,5.4,22.9,25.2,11.8
129,서산,2022-01-10 05:00,5.2,22.8,25.2,11.8
129,서산,2022-01-10 06:00,5.1,22.7,25.2,11.8
129,서산,2022-01-10 07:00,5.0,22.5,25.3,11.8
129,서산,2022-01-10 08:00,5.0,22.4,25.2,11.8
129,서산,2022-01-10 09:00,5.1,22.1,25.2,11.8
129,서산,2022-01-10 10:00,5.5,22.0,25.2,11.8
129,서산,2022-01-10 11:00,6.9,21.9,25.2,11.8
129,서산,2022-01-10 12:00,7.8,21.9,25.2,11.8
129,서산,2022-01-10 13:00,9.1,21.9,25.2,11.8
